"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 17, 2016","4.040","4.034","4.040","4.034","1.07K","0.25%"
"Aug 16, 2016","4.030","4.024","4.030","4.003","3.77K","0.15%"
"Aug 15, 2016","4.024","4.024","4.024","4.024","0.48K","0.45%"
"Aug 12, 2016","4.006","4.040","4.040","4.000","7.24K","-0.60%"
"Aug 11, 2016","4.030","4.000","4.030","4.000","1.21K","-0.05%"
"Aug 10, 2016","4.032","4.024","4.032","4.024","0.58K","0.00%"
"Aug 09, 2016","4.032","4.000","4.032","4.000","0.54K","0.05%"
"Aug 08, 2016","4.030","4.036","4.060","4.030","7.29K","-0.98%"
"Aug 05, 2016","4.070","3.984","4.070","3.984","32.90K","1.75%"
"Aug 04, 2016","4.000","3.972","4.000","3.972","7.72K","3.04%"
"Aug 03, 2016","3.882","3.946","3.946","3.882","0.63K","-2.63%"
"Aug 02, 2016","3.987","3.974","3.987","3.974","6.76K","-0.33%"
"Aug 01, 2016","4.000","3.982","4.000","3.982","1.14K","1.27%"
"Jul 29, 2016","3.950","4.000","4.000","3.870","0.78K","1.54%"
"Jul 28, 2016","3.890","4.016","4.016","3.840","18.28K","-3.47%"
"Jul 27, 2016","4.030","4.030","4.030","4.030","0.28K","-0.74%"
"Jul 26, 2016","4.060","4.000","4.060","4.000","3.79K","0.30%"
"Jul 25, 2016","4.048","4.006","4.048","3.990","2.55K","-1.75%"
"Jul 22, 2016","4.120","4.094","4.120","4.094","1.48K","1.33%"
"Jul 21, 2016","4.066","4.016","4.066","4.016","0.29K","-0.83%"
"Jul 20, 2016","4.100","4.082","4.100","4.082","2.89K","1.23%"
"Jul 19, 2016","4.050","4.000","4.050","3.998","2.80K","-0.88%"
"Jul 18, 2016","4.086","4.086","4.110","4.086","1.14K","0.94%"
"Jul 15, 2016","4.048","4.140","4.140","4.048","4.25K","-0.93%"
"Jul 14, 2016","4.086","4.086","4.086","4.086","0.42K","0.64%"
"Jul 13, 2016","4.060","4.048","4.060","4.048","0.63K","0.25%"
"Jul 12, 2016","4.050","4.168","4.168","4.050","0.58K","0.50%"
"Jul 11, 2016","4.030","4.030","4.086","4.030","1.16K","-1.23%"
"Jul 08, 2016","4.080","4.050","4.080","4.050","1.17K","0.99%"
"Jul 07, 2016","4.040","4.040","4.040","4.040","0.17K","0.35%"
"Jul 06, 2016","4.026","3.954","4.026","3.954","0.58K","-0.15%"
"Jul 05, 2016","4.032","4.032","4.032","4.032","0.13K","0.35%"
"Jul 01, 2016","4.018","4.018","4.018","4.010","1.01K","-0.05%"
"Jun 30, 2016","4.020","3.997","4.020","3.964","3.91K","0.30%"
"Jun 29, 2016","4.008","4.008","4.008","4.008","0.15K","0.96%"
"Jun 28, 2016","3.970","3.920","4.000","3.920","2.04K","1.79%"
"Jun 27, 2016","3.900","3.896","4.000","3.896","1.51K","-4.88%"
"Jun 24, 2016","4.100","4.100","4.100","4.060","0.85K","0.00%"
"Jun 23, 2016","4.100","4.010","4.100","4.010","5.88K","1.23%"
"Jun 22, 2016","4.050","4.020","4.084","4.020","14.89K","1.50%"
"Jun 21, 2016","3.990","3.990","3.990","3.990","1.10K","1.01%"
"Jun 20, 2016","3.950","3.950","3.950","3.950","6.51K","0.77%"
"Jun 17, 2016","3.920","3.992","3.992","3.920","0.52K","-1.01%"
"Jun 16, 2016","3.960","3.940","3.960","3.940","3.06K","-2.17%"
"Jun 15, 2016","4.048","4.000","4.048","4.000","0.99K","2.07%"
"Jun 14, 2016","3.966","3.990","3.990","3.966","7.74K","0.15%"
"Jun 13, 2016","3.960","3.992","4.000","3.960","3.17K","-1.00%"
"Jun 10, 2016","4.000","4.064","4.064","4.000","2.06K","-3.24%"
"Jun 09, 2016","4.134","4.134","4.134","4.134","25.92K","-0.10%"
"Jun 08, 2016","4.138","4.050","4.138","4.050","0.36K","-1.48%"
"Jun 07, 2016","4.200","4.080","4.200","4.080","0.68K","0.00%"
"Jun 06, 2016","4.200","4.200","4.200","4.200","0.53K","3.96%"
"Jun 03, 2016","4.040","4.040","4.040","4.040","0.55K","1.00%"
"Jun 02, 2016","4.000","4.000","4.000","4.000","0.82K","-0.99%"
"Jun 01, 2016","4.040","4.040","4.050","4.016","14.33K","-2.88%"
"May 31, 2016","4.160","4.070","4.160","4.050","6.20K","-0.72%"
"May 27, 2016","4.190","4.150","4.190","4.150","17.55K","1.35%"
"May 25, 2016","4.134","4.150","4.150","4.134","1.73M","-0.39%"
"May 24, 2016","4.150","4.150","4.150","4.110","8.58K","-1.89%"
"May 23, 2016","4.230","4.214","4.230","4.214","0.38K","0.62%"
"May 20, 2016","4.204","4.204","4.230","4.204","0.91K","3.55%"
"May 19, 2016","4.060","4.230","4.230","4.060","2.39K","-5.58%"
"May 18, 2016","4.300","4.190","4.330","4.190","0.88K","-0.23%"
"May 17, 2016","4.310","4.270","4.310","4.270","0.54K","2.62%"
"May 16, 2016","4.200","4.120","4.200","4.080","1.05K","1.69%"
"May 13, 2016","4.130","4.258","4.258","4.130","2.15K","-3.50%"
"May 12, 2016","4.280","4.460","4.460","4.280","1.10K","-3.25%"
"May 11, 2016","4.424","4.432","4.460","4.424","0.91K","0.45%"
"May 10, 2016","4.404","4.404","4.404","4.404","0.20K","-0.14%"
"May 09, 2016","4.410","4.230","4.410","4.230","0.72K","0.46%"
"May 06, 2016","4.390","4.390","4.430","4.390","1.30K","2.33%"
"May 05, 2016","4.290","4.180","4.290","4.180","0.97K","-0.97%"
"May 04, 2016","4.332","4.324","4.332","4.324","0.69K","-3.95%"
"May 03, 2016","4.510","4.510","4.510","4.510","0.13K","-2.25%"
"May 02, 2016","4.614","4.614","4.614","4.614","0.19K","2.26%"
"Apr 29, 2016","4.512","4.512","4.512","4.512","0.24K","-3.59%"
"Apr 28, 2016","4.680","4.676","4.710","4.676","0.88K","1.04%"
"Apr 27, 2016","4.632","4.632","4.632","4.632","0.58K","-0.60%"
"Apr 26, 2016","4.660","4.530","4.660","4.490","0.75K","1.53%"
"Apr 25, 2016","4.590","4.630","4.630","4.590","4.33K","-1.71%"
"Apr 22, 2016","4.670","4.580","4.670","4.580","1.21K","0.04%"
"Apr 21, 2016","4.668","4.690","4.690","4.668","0.27K","-1.77%"
"Apr 20, 2016","4.752","4.752","4.752","4.752","0.23K","0.04%"
"Apr 19, 2016","4.750","4.754","4.770","4.750","1.83K","-0.21%"
"Apr 18, 2016","4.760","4.580","4.760","4.580","5.61K","0.51%"
"Apr 15, 2016","4.736","4.753","4.753","4.736","0.32K","-0.71%"
"Apr 14, 2016","4.770","4.740","4.770","4.740","59.37K","-0.10%"
"Apr 13, 2016","4.775","4.760","4.775","4.670","1.82K","-0.31%"
"Apr 12, 2016","4.790","4.580","4.790","4.580","0.89K","0.00%"
"Apr 11, 2016","4.790","4.750","4.790","4.750","0.63K","2.35%"
"Apr 08, 2016","4.680","4.640","4.680","4.640","0.65K","-0.64%"
"Apr 07, 2016","4.710","4.710","4.710","4.696","3.20M","-1.26%"
"Apr 06, 2016","4.770","4.510","4.780","4.510","2.47M","1.49%"
"Apr 05, 2016","4.700","4.530","4.700","4.470","1.88K","-0.72%"
"Apr 04, 2016","4.734","4.770","4.770","4.603","0.63K","1.81%"
"Apr 01, 2016","4.650","4.538","4.650","4.538","1.43K","0.43%"
"Mar 31, 2016","4.630","4.618","4.630","4.540","6.92K","2.89%"
"Mar 30, 2016","4.500","4.565","4.604","4.500","3.00K","-2.17%"
"Mar 29, 2016","4.600","4.560","4.600","4.560","2.17K","0.44%"
"Mar 28, 2016","4.580","4.540","4.580","4.380","14.81K","1.10%"
"Mar 24, 2016","4.530","4.530","4.530","4.530","0.22K","-0.04%"
"Mar 23, 2016","4.532","4.532","4.532","4.532","0.19K","-1.48%"
"Mar 22, 2016","4.600","4.420","4.600","4.420","0.83K","-1.71%"
"Mar 21, 2016","4.680","4.640","4.680","4.320","0.92K","4.98%"
"Mar 18, 2016","4.458","4.458","4.458","4.458","0.46K","4.40%"
"Mar 17, 2016","4.270","4.330","4.452","4.270","0.74K","-1.84%"
"Mar 16, 2016","4.350","4.326","4.350","4.326","0.81K","5.33%"
"Mar 15, 2016","4.130","4.145","4.310","4.090","1.88K","-4.31%"
"Mar 14, 2016","4.316","4.316","4.316","4.316","0.18K","-0.23%"
"Mar 11, 2016","4.326","4.326","4.326","4.326","0.17K","2.08%"
"Mar 10, 2016","4.238","4.254","4.306","4.238","1.33K","-1.81%"
"Mar 08, 2016","4.316","4.316","4.316","4.316","0.39K","-0.78%"
"Mar 07, 2016","4.350","4.328","4.350","4.328","1.02K","0.42%"
"Mar 04, 2016","4.332","4.330","4.332","4.330","0.72K","0.46%"
"Mar 03, 2016","4.312","4.312","4.312","4.312","0.14K","0.05%"
"Mar 02, 2016","4.310","4.274","4.310","4.274","0.62K","2.13%"
"Mar 01, 2016","4.220","4.190","4.220","4.190","37.10K","2.03%"
"Feb 29, 2016","4.136","4.080","4.136","4.080","0.74K","1.37%"
"Feb 26, 2016","4.080","4.100","4.100","4.080","0.53K","-1.92%"
"Feb 25, 2016","4.160","4.100","4.160","4.100","0.93K","0.24%"
"Feb 24, 2016","4.150","4.160","4.160","4.134","34.53K","-0.10%"
"Feb 23, 2016","4.154","4.010","4.154","4.010","0.25K","-0.34%"
"Feb 22, 2016","4.168","4.040","4.168","4.040","5.80K","-0.29%"
"Feb 19, 2016","4.180","4.004","4.180","4.004","0.45K","0.24%"
"Feb 18, 2016","4.170","4.170","4.170","4.170","0.41K","1.21%"
"Feb 17, 2016","4.120","4.040","4.120","4.040","1.24K","2.18%"
"Feb 16, 2016","4.032","4.000","4.144","4.000","1.36K","-1.99%"
"Feb 12, 2016","4.114","4.140","4.140","4.114","1.67K","-0.29%"
"Feb 11, 2016","4.126","4.126","4.126","4.126","0.40K","1.03%"
"Feb 10, 2016","4.084","4.071","4.100","4.071","4.87K","0.10%"
"Feb 09, 2016","4.080","3.940","4.080","3.930","6.21K","0.94%"
"Feb 08, 2016","4.042","4.042","4.042","3.958","0.40K","1.05%"
"Feb 05, 2016","4.000","4.060","4.060","4.000","3.70K","-1.48%"
"Feb 04, 2016","4.060","4.080","4.090","4.060","23.80K","3.57%"
"Feb 03, 2016","3.920","3.890","3.950","3.870","234.91K","-1.31%"
"Feb 02, 2016","3.972","4.130","4.130","3.940","2.39K","-1.68%"
"Jan 29, 2016","4.040","4.020","4.210","4.020","46.20K","4.66%"
"Jan 28, 2016","3.860","3.869","3.878","3.860","0.56K","-1.93%"
"Jan 27, 2016","3.936","3.870","3.936","3.870","1.20K","0.15%"
"Jan 26, 2016","3.930","3.862","3.930","3.862","0.32K","-1.50%"
"Jan 25, 2016","3.990","3.990","3.990","3.990","0.46K","3.31%"
"Jan 22, 2016","3.862","3.800","3.950","3.800","4.21K","0.84%"
"Jan 21, 2016","3.830","3.824","3.830","3.650","1.15K","3.40%"
"Jan 20, 2016","3.704","3.630","3.850","3.630","6.90K","-2.53%"
"Jan 19, 2016","3.800","3.715","3.800","3.715","17.53K","0.00%"
"Jan 15, 2016","3.800","3.800","3.840","3.800","0.97K","1.33%"
"Jan 14, 2016","3.750","3.744","3.750","3.744","10.01K","1.16%"
"Jan 13, 2016","3.707","3.725","3.756","3.707","1.06K","-3.21%"
"Jan 11, 2016","3.830","3.660","3.830","3.650","17.58K","-0.26%"
"Jan 08, 2016","3.840","3.738","3.840","3.738","3.07K","1.37%"
"Jan 07, 2016","3.788","3.708","3.788","3.708","1.93K","3.78%"
"Jan 06, 2016","3.650","3.768","3.850","3.650","1.96K","-6.07%"
"Jan 05, 2016","3.886","3.784","3.886","3.767","0.67K","1.20%"
"Jan 04, 2016","3.840","3.770","3.850","3.770","6.25K","-3.27%"
"Dec 31, 2015","3.970","3.940","3.970","3.940","0.98K","1.53%"
"Dec 30, 2015","3.910","3.851","3.950","3.840","9.26K","1.03%"
"Dec 29, 2015","3.870","3.877","3.877","3.870","0.93K","0.78%"
"Dec 28, 2015","3.840","3.840","3.840","3.810","11.30K","0.52%"
"Dec 24, 2015","3.820","3.825","3.840","3.820","3.23K","-0.37%"
"Dec 23, 2015","3.834","3.810","3.840","3.810","9.01K","1.97%"
"Dec 22, 2015","3.760","3.792","3.920","3.750","16.50K","0.27%"
"Dec 21, 2015","3.750","3.800","3.900","3.750","37.37K","-4.19%"
"Dec 18, 2015","3.914","3.914","3.914","3.914","0.10K","2.73%"
"Dec 17, 2015","3.810","3.920","3.920","3.810","3.15K","0.37%"
"Dec 16, 2015","3.796","3.759","3.800","3.759","19.55K","1.91%"
"Dec 15, 2015","3.725","3.730","3.744","3.725","10.57K","0.13%"
"Dec 14, 2015","3.720","3.740","3.740","3.720","39.45K","0.54%"
"Dec 11, 2015","3.700","3.850","3.850","3.700","12.72K","-4.17%"
"Dec 10, 2015","3.861","3.860","3.870","3.850","12.50K","-0.23%"
"Dec 09, 2015","3.870","4.012","4.012","3.860","14.59K","-2.52%"
"Dec 08, 2015","3.970","4.000","4.000","3.840","16.15K","1.53%"
"Dec 07, 2015","3.910","3.910","3.910","3.890","54.79K","0.26%"
"Dec 04, 2015","3.900","3.890","3.900","3.870","17.10K","1.04%"
"Dec 03, 2015","3.860","3.880","3.880","3.820","8.15K","1.10%"
"Dec 02, 2015","3.818","3.900","3.900","3.818","7.85K","-5.26%"
"Dec 01, 2015","4.030","3.900","4.030","3.900","9.80K","3.87%"
"Nov 30, 2015","3.880","3.850","3.880","3.820","9.58K","-3.19%"
"Nov 27, 2015","4.008","3.880","4.008","3.880","1.07K","0.70%"
"Nov 25, 2015","3.980","3.940","3.980","3.890","2.34K","2.05%"
"Nov 24, 2015","3.900","3.900","3.940","3.900","2.24K","-1.02%"
"Nov 23, 2015","3.940","3.830","3.940","3.830","4.48K","3.68%"
"Nov 20, 2015","3.800","3.820","3.940","3.800","8.94K","2.21%"
"Nov 19, 2015","3.718","3.728","3.742","3.710","3.16K","-1.43%"
"Nov 18, 2015","3.772","3.766","3.772","3.766","0.24K","1.13%"
"Nov 17, 2015","3.730","3.650","3.750","3.650","3.38K","-3.17%"
"Nov 16, 2015","3.852","3.880","3.880","3.852","0.98K","-0.21%"
"Nov 13, 2015","3.860","3.727","3.870","3.710","2.10K","4.04%"
"Nov 12, 2015","3.710","3.710","3.710","3.710","0.41K","0.71%"
"Nov 11, 2015","3.684","3.650","3.684","3.650","1.62K","-4.66%"
"Nov 10, 2015","3.864","3.720","3.864","3.720","1.16K","1.95%"
"Nov 09, 2015","3.790","3.850","3.940","3.790","171.57K","-3.32%"
"Nov 06, 2015","3.920","3.800","3.920","3.800","1.70K","1.98%"
"Nov 05, 2015","3.844","3.844","3.980","3.844","3.03K","-4.14%"
"Nov 04, 2015","4.010","4.010","4.010","3.972","3.78K","1.26%"
"Nov 03, 2015","3.960","3.928","3.960","3.928","2.29K","4.49%"
"Oct 30, 2015","3.790","3.730","3.790","3.730","3.07K","-3.56%"
"Oct 29, 2015","3.930","3.934","3.934","3.750","1.88K","-3.20%"
"Oct 28, 2015","4.060","4.038","4.060","4.038","0.63K","0.50%"
"Oct 27, 2015","4.040","4.096","4.130","4.040","2.93K","-1.56%"
"Oct 23, 2015","4.104","4.104","4.104","4.104","0.12K","0.05%"
"Oct 22, 2015","4.102","4.130","4.130","4.102","0.24K","-0.19%"
"Oct 21, 2015","4.110","4.078","4.110","4.078","0.63K","4.05%"
"Oct 20, 2015","3.950","4.080","4.100","3.950","3.08K","-5.95%"
"Oct 19, 2015","4.200","4.184","4.200","4.184","0.39K","-0.24%"
"Oct 16, 2015","4.210","4.210","4.210","4.184","6.26K","-0.14%"
"Oct 15, 2015","4.216","4.250","4.250","4.216","3.19K","2.48%"
"Oct 14, 2015","4.114","4.010","4.114","4.010","0.75K","4.68%"
"Oct 13, 2015","3.930","4.030","4.030","3.930","2.40K","-2.43%"
"Oct 12, 2015","4.028","4.000","4.028","4.000","0.60K","-2.23%"
"Oct 09, 2015","4.120","4.110","4.120","4.110","0.70K","0.34%"
"Oct 08, 2015","4.106","4.106","4.106","4.106","13.03K","2.14%"
"Oct 07, 2015","4.020","4.082","4.082","4.020","0.90K","1.01%"
"Oct 06, 2015","3.980","3.950","3.980","3.950","2.53K","2.05%"
"Oct 05, 2015","3.900","3.850","3.900","3.850","20.34K","1.56%"
"Oct 02, 2015","3.840","3.780","3.840","3.780","0.88K","-2.34%"
"Oct 01, 2015","3.932","3.820","3.960","3.820","0.93K","-1.21%"
"Sep 30, 2015","3.980","3.780","3.980","3.780","17.30K","6.53%"
"Sep 29, 2015","3.736","3.824","3.840","3.736","34.71K","-3.81%"
"Sep 28, 2015","3.884","3.780","3.884","3.780","0.31K","0.10%"
"Sep 25, 2015","3.880","3.864","3.880","3.864","105.52K","-1.02%"
"Sep 24, 2015","3.920","3.890","3.920","3.800","2.18K","-1.01%"
"Sep 23, 2015","3.960","3.980","3.980","3.940","0.94K","-0.25%"
"Sep 22, 2015","3.970","3.970","3.970","3.970","1.39K","-1.73%"
"Sep 21, 2015","4.040","4.040","4.040","4.040","10.79K","-0.54%"
"Sep 18, 2015","4.062","4.062","4.062","4.062","0.26K","-1.41%"
"Sep 17, 2015","4.120","4.016","4.124","3.922","1.95M","0.10%"
"Sep 16, 2015","4.116","4.000","4.140","4.000","6.75K","3.21%"
"Sep 15, 2015","3.988","4.000","4.000","3.930","9.20K","0.35%"
"Sep 14, 2015","3.974","3.870","3.974","3.870","0.76K","0.10%"
"Sep 11, 2015","3.970","3.850","4.000","3.850","7.69K","0.00%"
"Sep 10, 2015","3.970","3.970","3.970","3.970","0.41K","0.76%"
"Sep 09, 2015","3.940","4.060","4.060","3.880","5.55K","0.51%"
"Sep 08, 2015","3.920","3.936","3.936","3.920","1.08K","0.00%"
"Sep 04, 2015","3.920","4.000","4.000","3.850","11.85K","-3.69%"
"Sep 03, 2015","4.070","4.062","4.070","4.062","12.82K","0.25%"
"Sep 02, 2015","4.060","4.048","4.060","4.048","0.55K","-4.25%"
"Sep 01, 2015","4.240","4.270","4.270","4.220","6.01K","0.95%"
"Aug 31, 2015","4.200","4.088","4.200","4.060","6.11K","1.94%"
"Aug 28, 2015","4.120","4.180","4.200","4.120","2.21K","-0.39%"
"Aug 27, 2015","4.136","4.000","4.170","4.000","2.75K","-0.34%"
"Aug 26, 2015","4.150","4.140","4.150","4.140","0.78K","2.98%"
"Aug 25, 2015","4.030","3.820","4.044","3.820","2.67K","1.00%"
"Aug 24, 2015","3.990","4.060","4.060","3.990","2.67K","-2.06%"
"Aug 21, 2015","4.074","4.170","4.200","4.074","1.00K","-3.28%"
"Aug 20, 2015","4.212","4.060","4.212","4.060","0.42K","3.24%"
"Aug 18, 2015","4.080","4.070","4.080","4.070","1.09K","0.00%"
"Aug 17, 2015","4.080","4.074","4.080","4.074","1.34K","-1.64%"
"Aug 14, 2015","4.148","4.072","4.160","4.072","4.04K","-4.20%"
"Aug 13, 2015","4.330","4.290","4.330","4.130","3.31K","1.64%"
"Aug 12, 2015","4.260","4.260","4.260","4.260","6.00K","-3.40%"
"Aug 11, 2015","4.410","4.410","4.410","4.410","0.52K","-1.34%"
"Aug 10, 2015","4.470","4.488","4.560","4.470","1.53K","0.00%"
"Aug 07, 2015","4.470","4.650","4.650","4.470","3.40K","-5.42%"
"Aug 06, 2015","4.726","4.720","4.726","4.710","1.38K","-1.71%"
"Aug 05, 2015","4.808","4.808","4.808","4.808","0.18K","0.00%"
"Aug 04, 2015","4.808","4.808","4.808","4.808","0.22K","-0.25%"
"Aug 03, 2015","4.820","4.800","4.820","4.800","0.55K","1.47%"
"Jul 31, 2015","4.750","4.814","4.814","4.750","8.64K","0.00%"
"Jul 30, 2015","4.750","4.750","4.782","4.750","461.94K","-1.82%"
"Jul 29, 2015","4.838","4.790","4.838","4.790","1.39K","-0.45%"
"Jul 28, 2015","4.860","4.848","4.860","4.848","1.75K","-0.21%"
"Jul 27, 2015","4.870","4.815","4.870","4.790","1.23K","-0.41%"
"Jul 24, 2015","4.890","4.900","4.920","4.890","4.56K","0.08%"
"Jul 23, 2015","4.886","4.920","4.920","4.886","1.67K","0.74%"
"Jul 22, 2015","4.850","4.914","4.914","4.850","1.27K","-1.62%"
"Jul 21, 2015","4.930","4.940","4.940","4.923","18.20K","0.41%"
"Jul 20, 2015","4.910","4.896","4.920","4.880","31.53K","-0.41%"
"Jul 17, 2015","4.930","4.914","4.930","4.914","0.30K","-0.20%"
"Jul 16, 2015","4.940","4.940","4.950","4.860","12.88K","0.00%"
"Jul 15, 2015","4.940","4.940","4.940","4.720","9.98K","0.20%"
"Jul 14, 2015","4.930","4.850","4.930","4.850","7.33K","-0.80%"
"Jul 13, 2015","4.970","4.930","4.970","4.850","2.88K","4.41%"
"Jul 10, 2015","4.760","4.912","4.950","4.760","2.92K","-3.45%"
"Jul 09, 2015","4.930","4.820","4.930","4.820","2.01K","3.05%"
"Jul 08, 2015","4.784","4.800","4.800","4.720","5.83K","0.72%"
"Jul 07, 2015","4.750","4.700","4.800","4.700","20.53K","-3.26%"
"Jul 06, 2015","4.910","4.950","4.960","4.910","1.49K","-1.21%"
"Jul 01, 2015","4.970","4.890","4.970","4.890","12.17K","0.61%"
"Jun 30, 2015","4.940","4.940","4.940","4.940","4.72K","1.23%"
"Jun 29, 2015","4.880","4.854","4.880","4.854","17.15K","0.21%"
"Jun 26, 2015","4.870","4.970","4.970","4.790","29.26K","-3.37%"
"Jun 25, 2015","5.040","5.040","5.040","5.000","79.08K","1.00%"
"Jun 24, 2015","4.990","5.000","5.040","4.990","4.39K","-0.80%"
"Jun 23, 2015","5.030","5.030","5.030","5.000","764.97K","0.60%"
"Jun 22, 2015","5.000","5.000","5.030","5.000","29.14K","1.46%"
"Jun 19, 2015","4.928","4.928","4.928","4.928","103.12K","-0.65%"
"Jun 18, 2015","4.960","5.040","5.040","4.960","1.37K","1.68%"
"Jun 17, 2015","4.878","4.790","4.878","4.790","1.52K","0.83%"
"Jun 16, 2015","4.838","4.790","4.838","4.770","4.04K","1.30%"
"Jun 15, 2015","4.776","4.760","4.776","4.760","11.92K","0.97%"
"Jun 12, 2015","4.730","4.850","4.850","4.730","21.62K","-5.40%"
"Jun 11, 2015","5.000","4.780","5.000","4.780","9.14K","0.44%"
"Jun 10, 2015","4.978","5.010","5.010","4.810","8.42K","1.80%"
"Jun 09, 2015","4.890","4.810","4.890","4.800","9.36K","2.73%"
"Jun 08, 2015","4.760","4.760","4.766","4.760","10.48K","-0.83%"
"Jun 05, 2015","4.800","4.790","4.800","4.790","8.45K","-1.44%"
"Jun 04, 2015","4.870","4.860","4.870","4.860","15.43K","-0.77%"
"Jun 03, 2015","4.908","4.908","4.908","4.908","10.03K","1.74%"
"Jun 02, 2015","4.824","4.830","4.840","4.824","14.25K","-0.74%"
"Jun 01, 2015","4.860","4.830","4.870","4.830","13.92K","-2.80%"
"May 29, 2015","5.000","4.920","5.000","4.920","31.54K","0.00%"
"May 28, 2015","5.000","5.050","5.050","4.920","1.72K","1.42%"
"May 27, 2015","4.930","4.920","4.930","4.890","22.05K","1.65%"
"May 26, 2015","4.850","4.965","4.965","4.850","8.89K","-2.41%"
"May 22, 2015","4.970","5.100","5.100","4.970","6.35K","-3.50%"
"May 21, 2015","5.150","5.250","5.250","5.100","7.07K","-2.17%"
"May 20, 2015","5.264","5.200","5.264","5.200","1.54K","0.04%"
"May 19, 2015","5.262","5.262","5.262","5.262","0.67K","-0.90%"
"May 18, 2015","5.310","5.140","5.310","5.140","2.23K","0.57%"
"May 15, 2015","5.280","5.120","5.280","5.120","2.86K","3.13%"
"May 14, 2015","5.120","5.120","5.120","5.120","0.26K","-2.03%"
"May 13, 2015","5.226","5.090","5.260","5.090","1.19K","0.31%"
"May 12, 2015","5.210","5.188","5.210","5.188","1.05K","-0.50%"
"May 11, 2015","5.236","5.100","5.236","5.100","0.21K","-0.65%"
"May 08, 2015","5.270","5.100","5.270","5.100","34.93K","1.15%"
"May 07, 2015","5.210","5.100","5.210","5.100","0.50K","0.12%"
"May 06, 2015","5.204","5.100","5.230","5.100","6.20K","2.64%"
"May 05, 2015","5.070","5.180","5.180","5.070","1.05K","-2.12%"
"May 04, 2015","5.180","5.158","5.180","5.158","0.38K","-0.96%"
"May 01, 2015","5.230","5.060","5.230","5.060","0.25K","2.55%"
"Apr 30, 2015","5.100","5.060","5.102","5.060","1.40K","-3.23%"
"Apr 29, 2015","5.270","5.080","5.270","5.080","3.67K","0.23%"
"Apr 28, 2015","5.258","5.110","5.290","5.110","6.50K","0.15%"
"Apr 27, 2015","5.250","5.150","5.250","5.150","1.06K","0.85%"
"Apr 24, 2015","5.206","5.170","5.220","5.150","0.68K","0.50%"
"Apr 23, 2015","5.180","5.180","5.180","5.180","1.60K","-3.18%"
"Apr 22, 2015","5.350","5.190","5.350","5.190","0.97K","2.88%"
"Apr 21, 2015","5.200","5.200","5.200","5.200","0.22K","-2.80%"
"Apr 20, 2015","5.350","5.160","5.350","5.160","0.22K","5.15%"
"Apr 17, 2015","5.088","5.160","5.160","5.080","3.51K","-0.74%"
"Apr 16, 2015","5.126","5.126","5.126","5.126","0.31K","2.73%"
"Apr 14, 2015","4.990","4.990","4.990","4.990","0.32K","0.00%"
"Apr 13, 2015","4.990","4.990","4.990","4.990","0.60K","-3.67%"
"Apr 10, 2015","5.180","5.020","5.180","5.020","320.64K","-3.00%"
"Apr 09, 2015","5.340","5.250","5.340","5.250","12.89K","1.71%"
"Apr 08, 2015","5.250","5.150","5.250","5.150","0.45K","0.00%"
"Apr 07, 2015","5.250","5.150","5.250","5.150","2.01K","1.94%"
"Apr 06, 2015","5.150","5.090","5.230","5.090","2.41K","0.98%"
"Apr 02, 2015","5.100","5.065","5.100","5.065","0.47K","3.03%"
"Apr 01, 2015","4.950","5.000","5.030","4.950","2.64K","-0.72%"
"Mar 31, 2015","4.986","4.930","5.000","4.930","21.04K","1.76%"
"Mar 30, 2015","4.900","4.900","4.900","4.900","0.20K","0.62%"
"Mar 27, 2015","4.870","4.890","4.900","4.860","58.40K","-1.38%"
"Mar 26, 2015","4.938","4.920","4.938","4.920","19.10K","-2.02%"
"Mar 25, 2015","5.040","5.008","5.040","5.008","1.00K","0.00%"
"Mar 24, 2015","5.040","4.900","5.040","4.900","1.97K","3.28%"
"Mar 23, 2015","4.880","5.030","5.030","4.880","0.42K","-3.37%"
"Mar 19, 2015","5.050","5.050","5.050","5.050","0.27K","0.40%"
"Mar 18, 2015","5.030","5.000","5.030","5.000","0.35K","0.12%"
"Mar 17, 2015","5.024","5.060","5.060","5.024","3.50K","0.88%"
"Mar 16, 2015","4.980","4.980","4.980","4.980","0.40K","2.05%"
"Mar 13, 2015","4.880","4.880","4.880","4.880","0.40K","-1.93%"
"Mar 12, 2015","4.976","4.850","4.976","4.850","0.29K","-0.08%"
"Mar 11, 2015","4.980","4.980","4.980","4.980","0.12K","-2.73%"
"Mar 06, 2015","5.120","5.090","5.120","5.090","0.56K","1.59%"
"Mar 05, 2015","5.040","5.040","5.040","5.040","0.57K","-2.51%"
"Mar 04, 2015","5.170","5.050","5.180","5.050","34.66K","2.58%"
"Mar 03, 2015","5.040","5.040","5.040","5.040","0.49K","-1.64%"
"Mar 02, 2015","5.124","4.980","5.160","4.980","1.08K","-1.65%"
"Feb 27, 2015","5.210","5.063","5.220","5.063","22.33K","0.77%"
"Feb 26, 2015","5.170","5.170","5.170","5.170","0.23K","3.82%"
"Feb 25, 2015","4.980","4.980","4.980","4.980","0.34K","-1.78%"
"Feb 24, 2015","5.070","5.080","5.080","5.070","0.83K","1.20%"
"Feb 23, 2015","5.010","5.062","5.062","5.010","0.78K","-3.09%"
"Feb 20, 2015","5.170","5.160","5.170","4.980","3.39K","3.40%"
