"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 19, 2015","5.000","5.108","5.140","5.000","1.88K","-2.11%"
"Feb 18, 2015","5.108","5.108","5.108","5.108","0.22K","-0.62%"
"Feb 17, 2015","5.140","5.140","5.140","5.140","0.80K","2.55%"
"Feb 12, 2015","5.012","5.140","5.140","4.980","1.38K","-2.68%"
"Feb 11, 2015","5.150","4.990","5.150","4.990","5.29K","3.21%"
"Feb 10, 2015","4.990","4.990","4.990","4.990","0.18K","0.40%"
"Feb 09, 2015","4.970","4.950","4.970","4.950","0.77K","0.81%"
"Feb 06, 2015","4.930","4.930","4.930","4.930","2.63K","-1.40%"
"Feb 05, 2015","5.000","4.910","5.040","4.910","0.98K","0.73%"
"Feb 04, 2015","4.964","5.000","5.030","4.880","1.38M","2.35%"
"Feb 03, 2015","4.850","4.730","4.874","4.730","5.77K","3.19%"
"Feb 02, 2015","4.700","4.700","4.840","4.700","48.47K","-1.05%"
"Jan 30, 2015","4.750","4.690","4.750","4.690","6.58K","1.06%"
"Jan 29, 2015","4.700","4.710","4.850","4.700","16.50K","-0.89%"
"Jan 28, 2015","4.742","4.720","4.840","4.720","0.76K","-3.22%"
"Jan 26, 2015","4.900","4.980","4.980","4.900","3.29K","-2.00%"
"Jan 23, 2015","5.000","4.890","5.070","4.890","17.23K","1.63%"
"Jan 22, 2015","4.920","4.840","5.020","4.840","22.27K","1.65%"
"Jan 21, 2015","4.840","4.950","4.980","4.840","21.61K","-2.73%"
"Jan 20, 2015","4.976","4.870","5.000","4.870","12.78K","3.67%"
"Jan 16, 2015","4.800","4.730","4.900","4.730","9.88K","1.27%"
"Jan 15, 2015","4.740","4.720","4.890","4.710","4.79K","0.42%"
"Jan 14, 2015","4.720","4.710","4.740","4.710","7.53K","-2.68%"
"Jan 12, 2015","4.850","4.880","4.880","4.740","13.10K","2.32%"
"Jan 09, 2015","4.740","4.740","4.740","4.740","46.47K","-1.25%"
"Jan 08, 2015","4.800","4.830","4.924","4.800","48.07K","-1.72%"
"Jan 07, 2015","4.884","4.740","4.920","4.740","11.95K","0.70%"
"Jan 06, 2015","4.850","4.850","4.850","4.850","4.44K","-2.02%"
"Jan 05, 2015","4.950","5.050","5.170","4.950","11.36K","-2.79%"
"Jan 02, 2015","5.092","5.080","5.200","5.080","1.86K","-1.13%"
"Dec 31, 2014","5.150","5.196","5.200","5.150","7.83K","-0.23%"
"Dec 30, 2014","5.162","5.150","5.164","5.150","2.76K","-0.15%"
"Dec 29, 2014","5.170","5.191","5.191","5.170","11.21K","0.00%"
"Dec 26, 2014","5.170","5.176","5.200","5.170","7.27K","1.97%"
"Dec 24, 2014","5.070","5.060","5.186","5.060","2.90K","0.42%"
"Dec 23, 2014","5.049","5.160","5.160","5.000","34.53K","2.48%"
"Dec 22, 2014","4.927","4.960","5.000","4.927","42.82K","0.14%"
"Dec 19, 2014","4.920","4.940","4.940","4.920","19.79K","-1.20%"
"Dec 18, 2014","4.980","4.870","4.980","4.870","21.28K","5.73%"
"Dec 17, 2014","4.710","4.750","4.780","4.710","11.27K","-0.84%"
"Dec 16, 2014","4.750","4.750","4.800","4.750","3.43K","-0.63%"
"Dec 15, 2014","4.780","4.910","4.936","4.780","3.50K","-3.24%"
"Dec 12, 2014","4.940","4.930","4.946","4.930","4.24K","-1.00%"
"Dec 11, 2014","4.990","4.970","5.000","4.970","72.31K","1.22%"
"Dec 10, 2014","4.930","5.000","5.020","4.930","13.91K","-3.14%"
"Dec 09, 2014","5.090","4.920","5.090","4.920","34.16K","2.91%"
"Dec 08, 2014","4.946","5.010","5.010","4.940","17.57K","-1.67%"
"Dec 05, 2014","5.030","5.070","5.070","5.030","15.60K","0.00%"
"Dec 04, 2014","5.030","5.100","5.100","5.030","13.88K","-1.57%"
"Dec 03, 2014","5.110","5.200","5.200","5.100","38.13K","-4.49%"
"Dec 02, 2014","5.350","5.260","5.350","5.207","24.22K","-0.93%"
"Dec 01, 2014","5.400","5.380","5.400","5.200","13.88K","-1.82%"
"Nov 28, 2014","5.500","5.630","5.630","5.480","16.17K","-2.65%"
"Nov 26, 2014","5.650","5.650","5.650","5.650","2.56K","0.36%"
"Nov 25, 2014","5.630","5.630","5.630","5.630","10.88K","-1.12%"
"Nov 24, 2014","5.694","5.630","5.710","5.630","1.75K","1.68%"
"Nov 21, 2014","5.600","5.606","5.630","5.600","9.22K","0.72%"
"Nov 20, 2014","5.560","5.560","5.570","5.560","4.53K","-0.89%"
"Nov 19, 2014","5.610","5.600","5.639","5.600","13.37K","-1.37%"
"Nov 18, 2014","5.688","5.600","5.688","5.600","0.79K","-0.21%"
"Nov 17, 2014","5.700","5.630","5.700","5.630","19.43K","0.39%"
"Nov 14, 2014","5.678","5.620","5.678","5.620","1.53K","-0.73%"
"Nov 13, 2014","5.720","5.730","5.860","5.720","7.97K","-2.32%"
"Nov 12, 2014","5.856","5.720","5.856","5.720","1.23K","-1.58%"
"Nov 11, 2014","5.950","5.950","5.950","5.950","0.48K","2.06%"
"Nov 10, 2014","5.830","5.740","5.830","5.740","0.68K","0.14%"
"Nov 07, 2014","5.822","5.710","5.822","5.710","2.40K","1.23%"
"Nov 06, 2014","5.751","5.880","5.880","5.750","2.68K","-0.84%"
"Nov 05, 2014","5.800","5.800","5.800","5.800","0.28K","-0.17%"
"Nov 04, 2014","5.810","5.810","5.810","5.810","0.20K","0.00%"
"Nov 03, 2014","5.810","5.810","5.810","5.800","1.14K","-1.02%"
"Oct 31, 2014","5.870","5.800","5.900","5.800","2.52K","1.21%"
"Oct 30, 2014","5.800","5.800","5.800","5.800","2.10K","-0.51%"
"Oct 28, 2014","5.830","5.830","5.830","5.830","0.17K","0.52%"
"Oct 27, 2014","5.800","5.800","5.800","5.800","0.94K","-0.26%"
"Oct 24, 2014","5.815","5.840","5.840","5.810","4.33K","-2.60%"
"Oct 23, 2014","5.970","6.080","6.080","5.970","0.89K","2.58%"
"Oct 22, 2014","5.820","5.820","5.820","5.820","0.41K","-4.12%"
"Oct 21, 2014","6.070","5.850","6.070","5.850","0.25K","4.30%"
"Oct 20, 2014","5.820","5.800","5.820","5.800","1.11K","0.03%"
"Oct 17, 2014","5.818","5.790","5.950","5.790","8.18K","-0.55%"
"Oct 16, 2014","5.850","5.780","5.850","5.600","10.98K","1.39%"
"Oct 15, 2014","5.770","5.800","5.900","5.750","38.73K","-3.83%"
"Oct 14, 2014","6.000","5.800","6.000","5.800","0.99K","2.04%"
"Oct 13, 2014","5.880","5.930","6.060","5.880","7.93K","-2.00%"
"Oct 10, 2014","6.000","6.000","6.000","5.990","10.40K","-0.07%"
"Oct 09, 2014","6.004","6.080","6.080","6.000","0.80K","0.03%"
"Oct 08, 2014","6.002","6.000","6.040","6.000","2.45K","-1.28%"
"Oct 07, 2014","6.080","6.000","6.080","6.000","1.00K","0.00%"
"Oct 06, 2014","6.080","6.000","6.080","6.000","0.97K","0.16%"
"Oct 03, 2014","6.070","6.000","6.070","6.000","1.25K","1.17%"
"Oct 02, 2014","6.000","6.010","6.080","6.000","25.41K","1.52%"
"Oct 01, 2014","5.910","5.940","5.990","5.910","36.83K","-1.68%"
"Sep 30, 2014","6.011","5.990","6.011","5.990","2.19K","-1.78%"
"Sep 29, 2014","6.120","6.120","6.120","6.107","1.72K","-0.49%"
"Sep 26, 2014","6.150","5.990","6.150","5.990","0.94K","2.84%"
"Sep 25, 2014","5.980","5.980","5.980","5.980","0.82K","-4.47%"
"Sep 24, 2014","6.260","6.120","6.264","6.120","2.45K","3.68%"
"Sep 23, 2014","6.038","6.290","6.290","6.010","1.26K","0.63%"
"Sep 22, 2014","6.000","6.080","6.090","6.000","4.70K","-2.44%"
"Sep 19, 2014","6.150","6.090","6.150","6.070","4.27K","0.49%"
"Sep 18, 2014","6.120","6.080","6.130","6.080","4.16K","-1.29%"
"Sep 17, 2014","6.200","6.250","6.250","6.200","3.40K","0.68%"
"Sep 16, 2014","6.158","6.220","6.220","6.150","14.45K","0.95%"
"Sep 15, 2014","6.100","6.210","6.210","6.050","3.51K","-3.17%"
"Sep 12, 2014","6.300","6.250","6.300","6.250","3.41K","1.78%"
"Sep 11, 2014","6.190","6.390","6.390","6.190","3.40K","-2.83%"
"Sep 10, 2014","6.370","6.370","6.370","6.370","7.13K","1.92%"
"Sep 09, 2014","6.250","6.250","6.270","6.250","1.23K","-3.10%"
"Sep 08, 2014","6.450","6.480","6.480","6.450","22.93K","3.20%"
"Sep 05, 2014","6.250","6.250","6.250","6.250","3.00K","-0.95%"
"Sep 04, 2014","6.310","6.310","6.310","6.310","3.41K","0.48%"
"Sep 03, 2014","6.280","6.280","6.280","6.280","0.18K","-1.10%"
"Sep 02, 2014","6.350","6.330","6.350","6.260","1.23K","0.47%"
"Aug 29, 2014","6.320","6.320","6.320","6.320","0.82K","0.48%"
"Aug 28, 2014","6.290","6.490","6.490","6.290","17.22K","-1.72%"
"Aug 27, 2014","6.400","6.360","6.400","6.360","13.50K","-1.23%"
"Aug 26, 2014","6.480","6.330","6.480","6.330","1.04K","0.31%"
"Aug 25, 2014","6.460","6.360","6.460","6.360","0.33K","0.47%"
"Aug 22, 2014","6.430","6.300","6.470","6.300","18.80K","0.47%"
"Aug 21, 2014","6.400","6.480","6.480","6.370","19.94K","-0.47%"
"Aug 20, 2014","6.430","6.240","6.430","6.240","0.27K","0.00%"
"Aug 19, 2014","6.430","6.430","6.430","6.430","0.65K","2.39%"
"Aug 18, 2014","6.280","6.304","6.400","6.280","7.03K","-0.79%"
"Aug 15, 2014","6.330","6.240","6.330","6.240","3.01K","1.28%"
"Aug 14, 2014","6.250","6.170","6.250","6.170","0.56K","1.63%"
"Aug 13, 2014","6.150","6.130","6.182","6.120","2.58K","0.33%"
"Aug 12, 2014","6.130","6.110","6.250","6.110","1.82K","0.33%"
"Aug 07, 2014","6.110","6.120","6.144","6.110","0.88K","-1.05%"
"Aug 06, 2014","6.175","6.090","6.240","6.090","1.08K","-0.40%"
"Aug 05, 2014","6.200","6.150","6.200","6.150","6.34K","1.31%"
"Aug 04, 2014","6.120","6.220","6.220","6.100","6.42K","-0.49%"
"Aug 01, 2014","6.150","6.030","6.170","6.030","10.59K","1.49%"
"Jul 31, 2014","6.060","6.060","6.180","6.060","4.31K","-1.70%"
"Jul 30, 2014","6.165","6.150","6.165","6.150","1.01K","0.08%"
"Jul 29, 2014","6.160","6.160","6.160","6.160","0.25K","-1.91%"
"Jul 28, 2014","6.280","6.160","6.280","6.160","0.75K","1.95%"
"Jul 25, 2014","6.160","6.160","6.160","6.160","0.28K","0.00%"
"Jul 24, 2014","6.160","6.160","6.160","6.160","0.28K","-1.97%"
"Jul 23, 2014","6.284","6.310","6.310","6.280","1.27K","-0.25%"
"Jul 22, 2014","6.300","6.300","6.300","6.300","0.87K","3.28%"
"Jul 21, 2014","6.100","6.200","6.230","6.100","20.41K","-1.93%"
"Jul 18, 2014","6.220","6.150","6.220","6.150","0.94K","0.97%"
"Jul 17, 2014","6.160","6.180","6.240","6.140","9.23K","-1.28%"
"Jul 16, 2014","6.240","6.200","6.240","6.200","16.04K","0.00%"
"Jul 15, 2014","6.240","6.170","6.240","6.170","7.20K","1.30%"
"Jul 14, 2014","6.160","6.240","6.240","6.160","1.07K","-1.60%"
"Jul 11, 2014","6.260","6.200","6.260","6.200","2.46K","0.64%"
"Jul 10, 2014","6.220","6.220","6.220","6.220","0.20K","-0.64%"
"Jul 09, 2014","6.260","6.210","6.260","6.210","4.81K","1.07%"
"Jul 08, 2014","6.194","6.173","6.194","6.173","0.57K","0.52%"
"Jul 07, 2014","6.162","6.160","6.200","6.160","1.85K","2.02%"
"Jul 03, 2014","6.040","6.160","6.160","6.040","0.43K","-1.95%"
"Jul 02, 2014","6.160","6.160","6.160","6.160","0.70K","0.16%"
"Jul 01, 2014","6.150","6.070","6.150","6.040","3.02K","0.82%"
"Jun 30, 2014","6.100","6.000","6.100","6.000","59.36K","1.50%"
"Jun 27, 2014","6.010","6.040","6.040","6.010","1.94K","-0.33%"
"Jun 26, 2014","6.030","6.030","6.160","6.030","71.15K","-2.11%"
"Jun 25, 2014","6.160","6.160","6.160","6.150","27.31K","0.00%"
"Jun 24, 2014","6.160","6.140","6.160","6.140","1.07K","1.33%"
"Jun 23, 2014","6.079","6.090","6.090","6.079","0.52K","1.49%"
"Jun 19, 2014","5.990","5.990","6.040","5.990","4.19K","0.00%"
"Jun 18, 2014","5.990","5.980","6.020","5.980","6.55K","0.17%"
"Jun 17, 2014","5.980","5.991","5.991","5.980","1.31K","-0.83%"
"Jun 13, 2014","6.030","5.970","6.030","5.970","2.94K","0.17%"
"Jun 12, 2014","6.020","6.020","6.052","6.020","4.11K","0.00%"
"Jun 11, 2014","6.020","6.020","6.035","6.020","43.37K","-1.79%"
"Jun 10, 2014","6.130","6.030","6.160","6.030","14.32K","1.49%"
"Jun 09, 2014","6.040","6.040","6.200","6.040","4.20K","-0.17%"
"Jun 06, 2014","6.050","6.070","6.070","6.020","5.73K","0.33%"
"Jun 05, 2014","6.030","6.100","6.100","6.030","2.88K","0.50%"
"Jun 04, 2014","6.000","6.060","6.060","6.000","3.30K","-1.48%"
"Jun 03, 2014","6.090","6.000","6.090","6.000","5.69K","1.15%"
"Jun 02, 2014","6.021","6.210","6.210","6.000","5.75K","-3.82%"
"May 30, 2014","6.260","6.270","6.270","6.260","3.13K","-0.06%"
"May 29, 2014","6.264","6.130","6.264","6.130","11.35K","2.55%"
"May 28, 2014","6.108","6.270","6.270","6.108","1.54K","-2.37%"
"May 27, 2014","6.256","6.250","6.270","6.250","1.00K","0.10%"
"May 23, 2014","6.250","6.210","6.250","6.210","13.26K","0.26%"
"May 22, 2014","6.234","6.250","6.250","6.234","0.87K","1.37%"
"May 21, 2014","6.150","6.050","6.150","6.050","1.68K","1.65%"
"May 20, 2014","6.050","6.030","6.180","6.030","21.37K","-1.85%"
"May 19, 2014","6.164","6.164","6.164","6.164","0.12K","2.73%"
"May 16, 2014","6.000","6.200","6.200","6.000","0.71K","0.00%"
"May 15, 2014","6.000","6.030","6.200","6.000","39.69K","0.84%"
"May 14, 2014","5.950","6.160","6.160","5.950","91.49K","-3.41%"
"May 13, 2014","6.160","6.160","6.160","6.160","3.42K","0.00%"
"May 12, 2014","6.160","6.050","6.160","6.050","0.89K","1.45%"
"May 09, 2014","6.072","6.160","6.160","6.072","0.84K","0.36%"
"May 08, 2014","6.050","6.050","6.050","6.050","0.43K","-1.63%"
"May 07, 2014","6.150","6.150","6.150","6.000","2.70K","0.82%"
"May 06, 2014","6.100","5.850","6.100","5.850","144.89K","-0.16%"
"May 05, 2014","6.110","6.000","6.160","6.000","9.09K","2.35%"
"May 01, 2014","5.970","6.220","6.220","5.950","2.42K","-1.65%"
"Apr 29, 2014","6.070","6.060","6.080","6.060","8.85K","1.51%"
"Apr 28, 2014","5.980","5.968","6.000","5.968","3.88K","0.20%"
"Apr 25, 2014","5.968","6.110","6.110","5.960","2.14K","-0.17%"
"Apr 24, 2014","5.978","5.970","5.978","5.970","3.46K","-0.86%"
"Apr 23, 2014","6.030","6.240","6.240","5.960","2.62K","-3.21%"
"Apr 22, 2014","6.230","6.160","6.230","6.160","6.80K","1.14%"
"Apr 21, 2014","6.160","6.050","6.160","6.050","1.52K","0.33%"
"Apr 17, 2014","6.140","6.050","6.160","6.050","3.41K","1.32%"
"Apr 16, 2014","6.060","6.150","6.150","6.050","3.10K","-1.62%"
"Apr 15, 2014","6.160","6.160","6.160","6.160","0.32K","1.48%"
"Apr 14, 2014","6.070","5.900","6.120","5.900","3.09K","-0.49%"
"Apr 11, 2014","6.100","6.025","6.140","6.025","1.33K","-0.16%"
"Apr 10, 2014","6.110","6.035","6.160","6.035","1.94K","-0.81%"
"Apr 09, 2014","6.160","5.965","6.160","5.965","1.23K","1.99%"
"Apr 08, 2014","6.040","6.040","6.040","6.040","1.04K","0.17%"
"Apr 07, 2014","6.030","5.850","6.040","5.850","2.25K","-0.17%"
"Apr 04, 2014","6.040","6.040","6.040","6.040","0.22K","1.68%"
"Apr 03, 2014","5.940","5.900","6.010","5.810","3.58K","-1.49%"
"Apr 02, 2014","6.030","6.030","6.030","6.030","0.50K","1.34%"
"Apr 01, 2014","5.950","6.030","6.030","5.950","2.62K","-1.20%"
"Mar 31, 2014","6.022","6.040","6.040","6.022","0.28K","2.07%"
"Mar 28, 2014","5.900","5.850","5.900","5.790","4.37K","1.72%"
"Mar 27, 2014","5.800","5.800","5.800","5.700","4.11K","-1.02%"
"Mar 26, 2014","5.860","5.950","5.950","5.800","4.55K","-1.51%"
"Mar 25, 2014","5.950","5.950","5.950","5.950","0.74K","0.00%"
"Mar 24, 2014","5.950","5.860","5.950","5.860","0.43K","1.54%"
"Mar 21, 2014","5.860","5.900","5.900","5.860","1.65K","2.63%"
"Mar 20, 2014","5.710","5.890","5.890","5.680","1.61K","-4.03%"
"Mar 19, 2014","5.950","5.950","5.950","5.950","0.35K","2.59%"
"Mar 18, 2014","5.800","5.800","5.800","5.770","3.62K","0.87%"
"Mar 17, 2014","5.750","5.720","5.800","5.720","1.08K","-2.21%"
"Mar 14, 2014","5.880","5.870","5.880","5.700","0.78K","1.38%"
"Mar 13, 2014","5.800","5.930","5.930","5.800","4.38K","-1.53%"
"Mar 12, 2014","5.890","5.880","5.890","5.850","2.54K","-0.07%"
"Mar 11, 2014","5.894","5.900","5.900","5.894","2.68K","-1.27%"
"Mar 10, 2014","5.970","5.970","5.970","5.970","0.46K","1.19%"
"Mar 07, 2014","5.900","6.040","6.040","5.900","1.44K","-2.32%"
"Mar 06, 2014","6.040","6.010","6.040","5.870","2.00K","0.83%"
"Mar 05, 2014","5.990","5.850","5.990","5.850","1.64K","1.53%"
"Mar 04, 2014","5.900","6.000","6.000","5.900","0.56K","-0.84%"
"Mar 03, 2014","5.950","5.910","5.960","5.860","2.31K","1.71%"
"Feb 28, 2014","5.850","5.850","5.950","5.850","7.49K","-1.68%"
"Feb 27, 2014","5.950","5.850","5.950","5.850","7.52K","-1.00%"
"Feb 26, 2014","6.010","5.925","6.010","5.900","4.44K","-0.33%"
"Feb 25, 2014","6.030","6.040","6.040","6.000","9.91K","-0.82%"
"Feb 24, 2014","6.080","5.950","6.080","5.850","8.78K","2.18%"
"Feb 21, 2014","5.950","5.970","5.970","5.850","3.27K","1.71%"
"Feb 20, 2014","5.850","5.810","6.000","5.810","2.71K","0.69%"
"Feb 19, 2014","5.810","5.900","5.900","5.810","1.67K","-1.53%"
"Feb 18, 2014","5.900","5.840","6.010","5.840","4.48K","1.03%"
"Feb 14, 2014","5.840","5.830","5.950","5.830","7.84K","0.60%"
"Feb 13, 2014","5.805","5.940","5.940","5.780","1.89K","0.26%"
"Feb 12, 2014","5.790","5.800","5.950","5.770","10.07K","-0.03%"
"Feb 11, 2014","5.792","5.730","5.800","5.730","5.34K","0.33%"
"Feb 10, 2014","5.773","5.770","5.900","5.770","1.80K","0.07%"
"Feb 07, 2014","5.769","5.770","5.780","5.760","1.80K","0.33%"
"Feb 06, 2014","5.750","5.700","5.880","5.700","3.93K","0.35%"
"Feb 05, 2014","5.730","5.800","5.800","5.730","1.82K","-1.21%"
"Feb 04, 2014","5.800","5.610","5.800","5.610","5.82K","0.87%"
"Feb 03, 2014","5.750","5.610","5.750","5.610","1.66K","3.05%"
"Jan 31, 2014","5.580","5.580","5.597","5.580","1.51K","-1.24%"
"Jan 30, 2014","5.650","5.790","5.790","5.650","3.87K","0.89%"
"Jan 29, 2014","5.600","5.790","5.790","5.600","2.99K","-0.88%"
"Jan 28, 2014","5.650","5.649","5.650","5.649","8.26K","0.00%"
"Jan 27, 2014","5.650","5.790","5.790","5.620","6.36K","-2.59%"
"Jan 24, 2014","5.800","5.870","5.870","5.800","3.05K","-0.34%"
"Jan 23, 2014","5.820","5.865","5.865","5.820","1.82K","0.00%"
"Jan 22, 2014","5.820","5.854","5.950","5.820","2.18K","-0.58%"
"Jan 21, 2014","5.854","6.000","6.000","5.830","4.66K","0.24%"
"Jan 17, 2014","5.840","6.000","6.000","5.830","6.59K","-0.85%"
"Jan 16, 2014","5.890","6.050","6.050","5.890","1.39K","-1.83%"
"Jan 15, 2014","6.000","5.950","6.090","5.950","2.80K","0.84%"
"Jan 14, 2014","5.950","6.170","6.170","5.950","12.20K","-3.41%"
"Jan 13, 2014","6.160","6.160","6.160","6.100","7.99K","3.53%"
"Jan 10, 2014","5.950","6.110","6.110","5.950","2.01K","-1.00%"
"Jan 09, 2014","6.010","6.010","6.010","5.870","9.60K","0.17%"
"Jan 08, 2014","6.000","6.070","6.070","5.860","2.45K","-2.28%"
"Jan 07, 2014","6.140","6.140","6.140","6.140","0.61K","0.00%"
"Jan 06, 2014","6.140","6.140","6.140","5.960","1.05K","0.16%"
"Jan 03, 2014","6.130","6.110","6.130","6.100","2.17K","0.43%"
"Jan 02, 2014","6.104","5.940","6.150","5.940","5.44K","1.70%"
"Dec 31, 2013","6.002","6.140","6.190","6.000","30.71K","-2.56%"
"Dec 30, 2013","6.160","6.113","6.160","5.980","3.82K","0.65%"
"Dec 27, 2013","6.120","6.120","6.120","6.120","10.15K","2.48%"
"Dec 26, 2013","5.972","6.110","6.110","5.972","1.63K","0.03%"
"Dec 24, 2013","5.970","5.970","6.100","5.970","6.73K","-0.50%"
"Dec 23, 2013","6.000","6.000","6.100","6.000","2.88K","0.17%"
"Dec 20, 2013","5.990","6.055","6.055","5.990","2.89K","-2.44%"
"Dec 19, 2013","6.140","6.280","6.280","6.030","8.30K","-1.92%"
"Dec 18, 2013","6.260","6.090","6.260","6.090","0.99K","3.30%"
"Dec 17, 2013","6.060","6.170","6.280","6.060","2.95K","-3.35%"
"Dec 16, 2013","6.270","6.080","6.270","6.080","5.45K","-0.48%"
"Dec 13, 2013","6.300","6.300","6.300","6.300","2.37K","1.94%"
"Dec 12, 2013","6.180","6.100","6.260","6.010","6.52K","0.65%"
"Dec 11, 2013","6.140","6.300","6.300","6.140","11.41K","-2.07%"
"Dec 10, 2013","6.270","6.300","6.300","6.120","1.94K","0.00%"
"Dec 09, 2013","6.270","6.270","6.270","6.270","2.75K","1.62%"
"Dec 06, 2013","6.170","6.200","6.220","6.170","4.62K","0.49%"
"Dec 05, 2013","6.140","6.150","6.150","6.068","2.85K","0.66%"
"Dec 04, 2013","6.100","6.200","6.200","6.100","2.28K","-1.45%"
"Dec 03, 2013","6.190","6.200","6.200","6.040","5.48K","1.14%"
"Dec 02, 2013","6.120","6.120","6.120","6.120","0.28K","-0.49%"
"Nov 29, 2013","6.150","5.930","6.150","5.930","2.34K","2.50%"
"Nov 27, 2013","6.000","6.040","6.050","5.910","7.90K","-0.66%"
"Nov 26, 2013","6.040","6.010","6.060","6.010","5.89K","-1.31%"
"Nov 25, 2013","6.120","6.130","6.130","5.910","8.49K","3.55%"
"Nov 22, 2013","5.910","6.000","6.060","5.910","10.85K","-2.15%"
"Nov 21, 2013","6.040","6.070","6.070","6.040","3.46K","1.34%"
"Nov 20, 2013","5.960","6.070","6.140","5.960","3.52K","-3.40%"
"Nov 19, 2013","6.170","6.100","6.170","6.010","3.84K","0.33%"
"Nov 18, 2013","6.150","6.060","6.200","6.060","16.23K","2.33%"
"Nov 15, 2013","6.010","6.150","6.150","6.010","2.14K","0.00%"
"Nov 14, 2013","6.010","6.150","6.150","6.010","2.50K","0.17%"
"Nov 13, 2013","6.000","6.000","6.050","6.000","7.92K","-0.50%"
"Nov 12, 2013","6.030","6.020","6.030","6.020","2.29K","-0.66%"
"Nov 11, 2013","6.070","6.250","6.250","6.070","3.86K","0.00%"
"Nov 08, 2013","6.070","6.250","6.254","6.070","59.64K","-2.88%"
"Nov 07, 2013","6.250","6.130","6.310","6.130","2.79K","-0.79%"
"Nov 06, 2013","6.300","6.310","6.310","6.130","0.63K","2.77%"
"Nov 05, 2013","6.130","6.320","6.320","6.130","3.35K","-1.45%"
"Nov 04, 2013","6.220","6.220","6.290","6.150","7.37K","1.14%"
"Nov 01, 2013","6.150","6.280","6.280","6.150","3.62K","-0.32%"
"Oct 31, 2013","6.170","6.270","6.270","6.170","17.22K","-1.59%"
"Oct 30, 2013","6.270","6.320","6.322","6.270","6.58K","-1.57%"
"Oct 29, 2013","6.370","6.390","6.390","6.370","7.52K","-0.16%"
"Oct 28, 2013","6.380","6.430","6.430","6.380","2.66K","-0.62%"
"Oct 25, 2013","6.420","6.200","6.420","6.200","5.30K","2.07%"
"Oct 24, 2013","6.290","6.390","6.400","6.290","5.39K","0.00%"
"Oct 23, 2013","6.290","6.280","6.300","6.280","4.83K","0.64%"
"Oct 22, 2013","6.250","6.290","6.290","6.250","6.88K","-0.16%"
"Oct 21, 2013","6.260","6.350","6.350","6.260","13.77K","-0.95%"
"Oct 18, 2013","6.320","6.200","6.370","6.200","2.02K","-0.94%"
"Oct 17, 2013","6.380","6.330","6.380","6.260","9.65K","2.24%"
"Oct 16, 2013","6.240","6.160","6.260","6.160","7.66K","1.30%"
"Oct 15, 2013","6.160","6.220","6.400","6.160","12.92K","-0.65%"
"Oct 14, 2013","6.200","6.200","6.220","6.200","2.26K","0.16%"
"Oct 11, 2013","6.190","6.150","6.212","6.150","3.21K","0.65%"
"Oct 10, 2013","6.150","6.260","6.260","6.150","7.92K","1.32%"
"Oct 09, 2013","6.070","6.140","6.140","6.070","3.83K","0.00%"
"Oct 08, 2013","6.070","6.170","6.230","6.070","3.17K","-0.49%"
"Oct 07, 2013","6.100","6.190","6.190","6.100","1.60K","-0.81%"
"Oct 04, 2013","6.150","6.120","6.180","6.120","5.18K","1.82%"
"Oct 03, 2013","6.040","6.040","6.120","6.040","5.82K","0.50%"
"Oct 02, 2013","6.010","6.000","6.050","6.000","10.78K","-0.17%"
"Oct 01, 2013","6.020","6.120","6.120","6.000","9.81K","-0.50%"
"Sep 30, 2013","6.050","5.970","6.050","5.970","4.41K","0.83%"
"Sep 27, 2013","6.000","5.980","6.120","5.980","4.36K","-0.50%"
"Sep 26, 2013","6.030","5.950","6.120","5.950","88.53K","1.34%"
"Sep 25, 2013","5.950","6.230","6.380","5.950","29.27K","-7.03%"
"Sep 24, 2013","6.400","6.400","6.400","6.400","0.20K","-0.62%"
"Sep 23, 2013","6.440","6.300","6.460","6.300","2.72K","-5.15%"
"Sep 20, 2013","6.790","6.310","6.800","6.310","6.18K","1.34%"
"Sep 19, 2013","6.700","6.400","6.700","6.400","14.51K","4.69%"
"Sep 18, 2013","6.400","6.370","6.400","6.370","1.40K","2.07%"
"Sep 17, 2013","6.270","6.270","6.300","6.270","3.02K","3.13%"
"Sep 16, 2013","6.080","6.400","6.510","6.080","2.10K","-0.16%"
"Sep 13, 2013","6.090","6.180","6.220","6.040","3.56K","-0.98%"
"Sep 12, 2013","6.150","6.250","6.250","6.150","0.77K","-1.44%"
"Sep 11, 2013","6.240","6.212","6.240","6.212","1.38K","1.13%"
"Sep 10, 2013","6.170","6.180","6.210","6.128","2.51K","0.33%"
"Sep 09, 2013","6.150","6.180","6.180","6.150","0.31K","2.23%"
"Sep 06, 2013","6.016","6.070","6.070","6.000","1.93K","-0.40%"
"Sep 05, 2013","6.040","6.000","6.040","6.000","2.35K","-0.33%"
"Sep 04, 2013","6.060","6.040","6.064","6.040","2.44K","-2.26%"
"Sep 03, 2013","6.200","6.100","6.200","6.100","5.43K","3.85%"
"Aug 30, 2013","5.970","5.950","6.140","5.950","5.24K","-2.13%"
"Aug 29, 2013","6.100","5.880","6.100","5.880","6.38K","4.24%"
"Aug 28, 2013","5.852","5.850","5.900","5.850","14.02K","-0.78%"
"Aug 27, 2013","5.898","5.970","5.970","5.850","12.23K","-2.67%"
"Aug 26, 2013","6.060","6.100","6.270","6.000","7.59K","-4.57%"
